,State,County,Number of Farms,Land in Farms,Average Size of Farms,Farm Size 1-9 acres,Farm Size 10-49 acres,Farm Size 50-179 acres,Farm Size 180-499,Farm Size 500-999,Farm Size 1000+,Pastureland,Broilers and other meat-type chickens,Cattle and calves,Hogs and pigs,Sheep and lambs,Pastureland Acres,Chicken CH4 per Acre (Kg/Year),Cow CH4 per Acre (Kg/Year),Sheep CH4 per Acre (Kg/Year),Pig CH4 per Acre (Kg/Year),Chicken CO2 per Acre (Kg/Year),Cow CO2 per Acre (Kg/Year),Sheep CO2 per Acre (Kg/Year),Pig CO2 per Acre (Kg/Year),Chicken N2O per Acre (Kg/Year),Cow N2O per Acre (Kg/Year),Sheep N2O per Acre (Kg/Year),Pig N2O per Acre (Kg/Year)
360,Missouri,Callaway County,1438,296559,206,90,342,617,274,64,51,21,2831,34674,85361,2008,62277.39,0.004545791016611326,38.69531141237614,0.016121420631147194,16.447895456119788,0.4396689071266474,11358.048241906092,19.345704757376634,873.1091171290254,0.0006636854884252535,97.54559078342878,1.8829819297179926,415.2408273692908
362,Massachusetts,Worcester County,1568,95308,61,543,518,348,144,13,2,10,7887,6947,2236,3296,9530.8,0.08275275947454569,50.6585491249423,0.1729130817979603,2.8152935745163052,8.00384689637806,14869.55974314853,207.49569815755237,149.44516724724053,0.012081902883283672,127.70327779409914,20.196247954001763,71.07443236664288
363,Missouri,Ozark County,705,227036,322,8,98,233,228,105,33,52,48,42683,148,386,118058.72,4.065773371081781e-05,25.1270596530269,0.0016347797096224659,0.015043361473002587,0.003932416004510298,7375.424703910055,1.961735651546959,0.7985517715252206,5.9360291217793996e-06,63.34188275122752,0.190942270083904,0.37978219652051115
364,Missouri,Nodaway County,1133,439787,388,48,228,355,232,151,119,17,19245,42965,1791,2005,74763.79,0.025741070643957458,39.9400231047677,0.013408897542513563,0.28746536257725835,2.4896763526835652,11723.402465284333,16.090677051016275,15.25961966347613,0.0037581963140177893,100.68333881950073,1.5661592329655842,7.257302632731701
365,Michigan,Leelanau County,470,50053,106,73,165,161,59,8,4,6,42,1498,181,297,3003.18,0.0013985175713743434,34.666919731751015,0.04944758555930714,0.7232333726250175,0.1352646195033265,10175.613849319721,59.337102671168566,38.391638196844674,0.00020418356542065415,87.39056600003995,5.775477993327074,18.258629186395755
366,Mississippi,Lamar County,491,73278,149,72,181,150,59,20,9,22,2564263,14951,269,255,16121.16,15.906194095213992,64.45531835178114,0.007908860156465167,0.20023373007897696,1538.4470928890973,18919.258911889716,9.490632187758202,10.629073838359027,2.322304337901243,162.48304712564106,0.9237548662751317,5.055067377285505
367,Mississippi,Jones County,882,122881,139,59,297,348,143,22,13,25,10504648,23939,137,555,30720.25,34.194539432459045,54.15842970027913,0.009033129613203017,0.05351518949227301,3307.295853907439,15896.862818499198,10.83975553584362,2.840764642214826,4.99240275713902,136.52599832358135,1.0550695388221125,1.3510355547236756
368,Michigan,Kalamazoo County,707,138569,196,142,295,135,72,27,36,4,1171,17677,94417,3061,5542.76,0.02112665892082645,221.64977375892153,0.27612597334180083,204.4115206142788,2.0433704508223345,65059.789707654665,331.351168010161,10850.844885941298,0.0030844922024406618,558.7487821951519,32.25151368632233,5160.539180841313
369,Michigan,Huron County,1153,495258,430,100,242,302,250,98,161,1,1719,138244,35761,379,4952.58,0.03470918188095902,1939.9904696138174,0.038262885203267795,86.64817125619375,3.3570720715263564,569436.051512545,45.915462243921354,4599.573757516285,0.005067540554620016,4890.450795343033,4.469104991741678,2187.505290171991
370,Mississippi,Neshoba County,652,112358,172,48,153,268,138,33,12,31,11118790,20556,308,58,34830.98,31.922127944720472,41.016416994296456,0.0008325921349327523,0.10611243209349837,3087.508214813364,12039.351175304282,0.9991105619193028,5.632801603629871,4.66063067992919,103.39678068202501,0.09724676136014547,2.6788967752271104
371,Minnesota,Wabasha County,809,230800,285,43,142,225,263,97,39,6,424,56163,11603,547,13848.0,0.003061813980358175,281.86947573656846,0.019750144425187754,10.054592720970538,0.2961386481802426,82735.78856152513,23.700173310225303,533.731296938186,0.00044702484113229356,710.5544194107453,2.3068168688619295,253.8365720681687
372,Minnesota,Sibley County,898,350036,390,112,164,232,210,82,98,1,1038,34346,106688,1147,3500.36,0.029654092721891463,681.9432858334571,0.16384029071295522,365.74980859111633,2.8681438480613424,200167.5256259356,196.60834885554627,19415.219006045092,0.0043294975373961535,1719.0858083168587,19.13654595527317,9233.65870938989
373,Missouri,St. Clair County,734,248571,339,24,109,279,184,84,54,33,140,46056,327,3054,82028.43,0.0001706725339007464,39.02173917018771,0.01861549709045998,0.04783707307332349,0.01650744747888019,11453.863008227758,22.338596508551976,2.539351295642255,2.4918189949508977e-05,98.36847054125015,2.174290060165726,1.2076867739636123
374,Minnesota,Chippewa County,623,341030,547,43,123,138,128,95,96,2,155,22613,54121,2272,6820.6,0.002272527343635457,230.4201243292379,0.1665542620883793,95.21918892766031,0.21979884467642144,67634.10843620796,199.86511450605516,5054.551945576635,0.0003317889921707768,580.8576371580212,19.4535378119227,2403.887773802891
375,Minnesota,Dakota County,820,227081,277,156,242,162,131,79,50,2,522,22749,14493,1024,4541.62,0.011493696082014788,348.12588899996035,0.11273510333317187,38.29382467049203,1.1116702850524705,102183.71418128333,135.28212399980623,2032.7638595919518,0.0016780796279741593,877.5777806157275,13.167460069314474,966.7595153271299
376,Montana,Broadwater County,296,466920,1577,8,67,91,25,17,88,69,138,23154,279,2425,322174.8,4.28338901739056e-05,4.994813374602855,0.003763484915642068,0.010391874224799705,0.004142893857620149,1466.1034941280325,4.516181898770482,0.5516353234331177,6.253747965390217e-06,12.591241773099572,0.4395750381469935,0.2623515247002559
377,Michigan,Marquette County,179,30250,169,27,62,47,27,10,6,9,724,1393,92,125,2722.5,0.026593204775022958,35.560514233241506,0.02295684113865932,0.40550964187327826,2.57209476584022,10437.906336088154,27.548209366391184,21.525803489439852,0.003882607897153352,89.6431955922865,2.681359044995409,10.237428833792471
378,Michigan,Montcalm County,962,230362,239,70,365,314,119,50,44,2,772,21092,18429,975,4607.24,0.016756235837507925,318.17183389621556,0.10581172241949628,48.00010418384977,1.6206631302037664,93391.44476953664,126.97406690339552,2548.0055304260254,0.0024464104322761567,802.0677021383735,12.358809178597165,1211.8026302081073
379,Montana,Cascade County,1027,1270192,1237,113,274,226,123,59,232,61,8708,64816,30135,6449,774817.12,0.0011238781094563323,5.813903544103414,0.004161627197912199,0.46671658468258936,0.10870149074661646,1706.5270834490595,4.993952637494639,24.774872036900785,0.0001640862039806245,14.656056128444863,0.4860780567161448,11.782649110799204
380,Montana,Custer County,441,2088806,4737,39,68,79,28,55,172,91,110,90952,36,5461,1900813.46,5.786996057992982e-06,3.325504649993377,0.001436490248759076,0.00022727111791390618,0.0005597182587290812,976.1193505016531,1.7237882985108912,0.012064308509263186,8.449014244669753e-07,8.383142657249492,0.1677820610550601,0.005737648764334823
381,Michigan,Missaukee County,406,113624,280,29,116,134,63,36,28,5,1223,49216,109,259,5681.2,0.021527142153066257,602.0756178272196,0.02279448003942829,0.2302330493557699,2.082105189044568,176724.35400971628,27.353376047313947,12.22153770330212,0.0031429627543476733,1517.7503344363865,2.662395268605224,5.812425191860875
382,Michigan,Mecosta County,694,115118,166,25,195,329,113,17,15,7,7314,14435,99041,4858,8058.26,0.0907640110892426,124.4974101108676,0.3014298372105144,147.4874228431448,8.778695152551544,36543.12469441294,361.7158046526173,7829.1240292569355,0.01325154561902942,313.84095325789934,35.20700498618809,3723.442895860893
384,Minnesota,Cottonwood County,744,370389,498,53,114,148,160,137,132,2,148229,32153,356536,2707,7407.78,2.000990850160237,301.6603489844461,0.18271330952053114,577.559268768781,193.53583502749814,88544.908191118,219.25597142463735,30658.771183809455,0.2921446641233947,760.4445056413662,21.340914551998033,14580.965039458517
385,Minnesota,Clay County,694,576646,831,27,113,137,148,103,166,2,5820,9974,22530,233,11532.92,0.05046423629054914,60.10559337964713,0.010101518089087587,23.442458631465406,4.880900934021913,17642.505107119447,12.121821706905102,1244.4038456869553,0.007367778498420175,151.51798503761404,1.1798573128054302,591.824403533537
387,Missouri,Ripley County,438,143212,327,15,95,135,122,48,23,31,628800,18110,109,177,44395.72,1.416352747517103,28.350593255385878,0.0019934354032325637,0.029462299518962638,136.9896377398542,8321.612984314705,2.3921224838790764,1.5639570661316,0.20678750113749703,71.46797033587922,0.23283325509756345,0.7438003032724777
388,Minnesota,Steele County,746,251221,337,80,218,186,126,62,74,1,86,13069,141317,793,2512.21,0.003423280697075483,361.5523781849447,0.15782916237098013,675.0247789794643,0.3310997090211408,106124.72683414204,189.39499484517614,35832.56535082656,0.0004997989817730206,911.4241245755728,18.43444616493048,17041.563065985723
389,Minnesota,Todd County,1604,333408,208,49,306,655,466,94,34,12,5078,55660,10740,3016,40008.96,0.012692156956841668,96.68759197939661,0.03769155709121157,3.2212784336308666,1.2275854208657262,28380.242825607063,45.22986850945389,170.99619685190518,0.0018530549156988835,243.73620309050773,4.402373868253511,81.32385845570592
391,Michigan,Ionia County,954,233990,245,99,324,276,132,70,53,3,405,46751,89222,1410,7019.7,0.0057694773280909445,462.8680000569825,0.1004316423778794,152.52275738279414,0.5580238471729561,135863.4129663661,120.51797085345528,8096.416371069989,0.000842343689901278,1166.8269584170264,11.730415829736314,3850.5641124264566
392,Michigan,Isabella County,959,211752,221,68,286,365,151,54,35,3,576,29123,2838,1232,6352.56,0.009067210699308624,318.6193440124926,0.09696878108982834,5.3609883259662245,0.8769806188371302,93522.8002569043,116.36253730779401,284.57913030337374,0.0013238127620990594,803.1958139710604,11.325953631291952,135.34261777928896
394,Mississippi,Lawrence County,354,56448,159,21,101,163,43,21,5,28,4205814,10817,10,151,15805.44,26.609914054907676,47.56473087747003,0.004776836329770003,0.007592322643343051,2573.7108873906705,13961.446185617104,5.732203595724004,0.40302579365079366,3.885047452016521,119.904184888241,0.5579344833171364,0.19167451206673142
396,Massachusetts,Plymouth County,758,60036,79,294,273,137,42,6,6,3,612,501,839,921,1801.08,0.033979612232660404,19.33256712639083,0.25567992537810647,5.589979345725898,3.2865080951429144,5674.595242854288,306.8159104537278,296.7347369356164,0.004961023385968419,48.73475914451329,29.863415284162837,141.12368689897173
398,Missouri,Perry County,921,218636,237,39,212,394,184,52,40,16,180,32888,535,329,34981.76,0.0005145538703598675,65.34022301908195,0.004702450648566567,0.18352421376168607,0.049767650341206386,19179.0007135147,5.64294077827988,9.742077013849503,7.512486507254065e-05,164.71377083371448,0.549246235752575,4.633221713258566
401,Missouri,Stone County,628,106167,169,44,180,233,122,38,11,52,382260,30565,230,611,55206.84,0.6924142008490253,38.47833891597491,0.005533734587960477,0.04999380511545309,66.97030150611772,11294.361350876088,6.640481505552573,2.6538378215453013,0.10109247332395771,96.99863277811228,0.6463401998737838,1.2621352716438758
403,Mississippi,Noxubee County,517,203118,393,11,90,170,124,78,44,18,1206800,16316,24221,771,36561.24,3.3007633220317474,31.01541413803252,0.01054395310443519,7.949730370195322,319.2498285069106,9103.805013177891,12.652743725322226,421.99818715120165,0.4819114450166352,78.18561952493953,1.23153372259803,200.6975679708894
404,Missouri,Washington County,502,103806,207,25,113,187,137,25,15,35,133,14893,41,222,36332.1,0.00036606747201510515,28.488953294744867,0.0030551495784719297,0.013541744077551257,0.03540604589330097,8362.22513975245,3.666179494166316,0.7188409147833459,5.344585091420534e-05,71.81675708257985,0.3568414707655214,0.3418726140245128
407,Mississippi,Pontotoc County,745,137139,184,27,211,327,120,38,22,17,14,12248,531,1479,23313.63,6.005070853402066e-05,36.512374949761146,0.03171964211493448,0.27331651055627115,0.005808104529410479,10717.301424102552,38.06357053792138,14.50855143536206,8.767403445967016e-06,92.04270634817486,3.7048541990243478,6.900103072751861
408,Mississippi,Newton County,527,105018,199,40,109,219,113,29,17,24,4565584,17378,63,20,25204.32,18.11429151827941,47.91920591390682,0.0003967573812743212,0.029994858024338687,1752.0142756479845,14065.493534441715,0.47610885752918547,1.5922270467919786,2.6446865616687933,120.7977680016759,0.04634126213284072,0.7572451865394503
411,Missouri,Barry County,1392,289638,208,94,382,513,291,72,40,44,12578834,96537,763,1334,127440.72,9.870341284951937,52.6466069871545,0.005233805960920497,0.07184516848304058,954.6594090805513,15453.104784718731,6.280567153104596,3.813781026974737,1.441069827602983,132.71489991581967,0.6113085362355141,1.8137911493280952
412,Missouri,Morgan County,962,210485,219,76,207,371,222,52,34,36,4592464,57681,41302,1901,75774.6,6.06069052162598,52.90466066465544,0.012543781161497387,6.540766958849007,586.1899872516649,15528.850036819726,15.052537393796865,347.20571273223476,0.8848608161573931,133.36541796327526,1.465113639662895,165.12711251527554
415,Massachusetts,Norfolk County,197,7627,39,81,79,32,3,1,1,11,1670,399,36,161,838.97,0.19905360143986078,33.05302930974886,0.09595098752041194,0.5149171007306578,19.252464331263333,9701.896372933477,115.14118502449432,27.333516097119087,0.02906182581021968,83.32216884989927,11.207075342384115,12.999511305529397
416,Missouri,Pulaski County,502,111469,222,33,96,183,125,57,8,45,73,21273,17502,194,50161.05,0.00014553124386351563,29.474532530718555,0.0019337713225700019,4.186993693313836,0.014075781906479228,8651.51746225408,2.3205255870840023,222.25958188674278,2.124756160407328e-05,74.3012676170056,0.22586449047617624,105.70414494911888
417,Mississippi,Hinds County,872,213042,244,94,253,300,133,50,42,26,147,20009,71,298,55390.92,0.0002653864568416629,25.10565811147387,0.002689971569347467,0.015381582396537195,0.025668178105725633,7369.142812576502,3.2279658832169607,0.8165056655495161,3.8746422698882784e-05,63.2879323903629,0.31418867929978417,0.38832086558591195
419,Mississippi,Lauderdale County,305,82117,269,33,65,100,63,30,14,17,113,4685,76,75,13959.89,0.0008094619656745147,23.324503273306597,0.0026862675852030353,0.06533002767213782,0.07829116132003905,6846.329018351864,3.2235211022436423,3.4679356355959827,0.00011818144698847915,58.79788451055129,0.3137560539517145,1.649310990272846
420,Michigan,Hillsdale County,1205,254245,211,139,395,418,120,63,70,2,556,29434,32192,3368,5084.9,0.010934334991838582,402.301520187221,0.33117662097583045,75.97081555192827,1.0575688804106278,118085.62606934257,397.4119451709965,4032.784125548192,0.0015964129088084332,1014.1471415367067,38.68142932997699,1917.9465476213886
421,Michigan,Ingham County,912,178200,195,140,409,188,107,28,40,3,2088,17978,2316,3252,5346.0,0.03905723905723906,233.72072577628134,0.3041526374859708,5.198653198653199,3.777616161616162,68602.91806958473,364.983164983165,275.9618406285073,0.005702356902356903,589.178002244669,35.52502805836139,131.24433221099886
422,Michigan,Iron County,133,23450,176,7,36,56,24,7,3,8,57,957,59,367,1876.0,0.0030383795309168442,35.453891257995735,0.09781449893390191,0.3773987206823028,0.2938720682302772,10406.609808102345,117.37739872068231,20.03358208955224,0.0004436034115138594,89.37441364605543,11.424733475479744,9.527745202558634
423,Minnesota,Stearns County,2951,650821,221,104,615,1022,966,176,68,6,2892957,198361,84707,2610,39049.26,7.4084809801773455,353.0435531940938,0.033419327280465747,26.030813388012984,716.5482804027529,103627.17244833833,40.103192736558896,1381.8023440136892,1.0816382231058923,889.9745398504351,3.9033774263583996,657.1695763248778
424,Minnesota,Swift County,760,344976,454,45,145,206,177,82,105,2,478,31353,15538,338,6899.52,0.006928018180974909,315.82392688187,0.02449445758545522,27.0244886600807,0.6700779184638932,92702.27494086545,29.393349102546264,1434.5499397059505,0.0010114906544223367,796.1489494921385,2.8609526459811696,682.255736630954
425,Missouri,Schuyler County,541,166941,309,24,104,203,130,46,34,34,51,34008,10122,1485,56759.94,8.985210343774148e-05,41.64127023390088,0.013081409176965302,2.1399599788160453,0.008690495444498356,12222.761334842848,15.697691012358364,113.59620887548506,1.3118407101910256e-05,104.97195028747386,1.5279085918695474,54.0250729651934
428,Minnesota,Chisago County,821,115500,141,92,336,220,125,34,14,6,1959,10016,1056,1282,6930.0,0.02826839826839827,100.44906204906205,0.0924963924963925,1.8285714285714285,2.7341194805194804,29484.329004329004,110.99567099567099,97.06666666666666,0.0041271861471861475,253.21835497835494,10.803578643578645,46.16380952380952
429,Minnesota,Carver County,689,158644,230,55,209,211,148,30,36,2,525,22107,9908,836,3172.88,0.016546481430120268,484.2403431582663,0.1317415092912433,37.47258011648723,1.6003756839212324,142136.733819117,158.08981114949194,1989.1694611835303,0.0024157862887975593,1220.703713975946,15.387408285217214,946.026512190817
